# t            x            u_real       u_imag       u_abs
     0.008400     0.439823     1.552419     0.006522     1.552432
     0.008400     0.502655     1.653090     0.006945     1.653104
     0.008400     0.565487     1.760289     0.007396     1.760304
     0.008400     0.628319     1.874440     0.007875     1.874456
     0.008400     0.691150     1.995993     0.008386     1.996010
     0.008400     0.753982     2.125428     0.008930     2.125447
     0.008400     0.816814     2.263258     0.009509     2.263278
     0.008400     0.879646     2.410025     0.010125     2.410046
     0.008400     0.942478     2.566310     0.010782     2.566332
     0.008400     1.005310     2.732729     0.011481     2.732753
     0.008400     1.068142     2.909941     0.012226     2.909966
     0.008400     1.130973     3.098644     0.013019     3.098671
     0.008400     1.193805     3.299584     0.013863     3.299613
     0.008400     1.256637     3.513555     0.014762     3.513586
     0.008400     1.319469     3.741401     0.015719     3.741434
     0.008400     1.382301     3.984022     0.016738     3.984057
     0.008400     1.445133     4.242377     0.017824     4.242415
     0.008400     1.507964     4.517486     0.018980     4.517526
     0.008400     1.570796     4.810435     0.020211     4.810477
     0.008400     1.633628     5.122381     0.021521     5.122426
     0.008400     1.696460     5.454556     0.022917     5.454604
     0.008400     1.759292     5.808272     0.024403     5.808323
     0.008400     1.822124     6.184925     0.025985     6.184980
     0.008400     1.884956     6.586004     0.027670     6.586062
     0.008400     1.947787     7.013092     0.029465     7.013153
     0.008400     2.010619     7.467875     0.031376     7.467941
     0.008400     2.073451     7.952150     0.033410     7.952220
     0.008400     2.136283     8.467829     0.035577     8.467904
     0.008400     2.199115     9.016949     0.037884     9.017029
     0.008400     2.261947     9.601678     0.040341     9.601763
     0.008400     2.324779    10.224326     0.042957    10.224416
     0.008400     2.387610    10.887350     0.045742    10.887446
     0.008400     2.450442    11.593371     0.048708    11.593473
     0.008400     2.513274    12.345175     0.051867    12.345284
     0.008400     2.576106    13.145732     0.055231    13.145848
     0.008400     2.638938    13.998204     0.058812    13.998328
     0.008400     2.701770    14.905953     0.062622    14.906085
     0.008400     2.764602    15.872545     0.066698    15.872685
     0.008400     2.827433    16.901903     0.071184    16.902053
     0.008400     2.890265    17.998811     0.075651    17.998970
     0.008400     2.953097    19.166064     0.076742    19.166218
     0.008400     3.015929    20.395542     0.078378    20.395693
     0.008400     3.078761    21.697675     0.116113    21.697985
     0.008400     3.141593    23.139876     0.194380    23.140693

     0.009800     0.000000     0.999952     0.009800     1.000000
     0.009800     0.062832     1.063094     0.006730     1.063116
     0.009800     0.125664     1.133047     0.005206     1.133059
     0.009800     0.188496     1.207442     0.005631     1.207455
     0.009800     0.251327     1.285790     0.006290     1.285805
     0.009800     0.314159     1.369097     0.006727     1.369114
     0.009800     0.376991     1.457871     0.007148     1.457888
     0.009800     0.439823     1.552413     0.007609     1.552432
     0.009800     0.502655     1.653084     0.008103     1.653104
     0.009800     0.565487     1.760283     0.008628     1.760304
     0.009800     0.628319     1.874434     0.009188     1.874456
     0.009800     0.691150     1.995986     0.009784     1.996010
     0.009800     0.753982     2.125422     0.010418     2.125447
     0.009800     0.816814     2.263251     0.011094     2.263278
     0.009800     0.879646     2.410017     0.011813     2.410046
     0.009800     0.942478     2.566302     0.012579     2.566332
     0.009800     1.005310     2.732721     0.013395     2.732753
     0.009800     1.068142     2.909931     0.014263     2.909966
     0.009800     1.130973     3.098634     0.015188     3.098671
     0.009800     1.193805     3.299573     0.016173     3.299613
     0.009800     1.256637     3.513543     0.017222     3.513586
     0.009800     1.319469     3.741389     0.018339     3.741434
     0.009800     1.382301     3.984010     0.019528     3.984057
     0.009800     1.445133     4.242364     0.020795     4.242415
     0.009800     1.507964     4.517472     0.022143     4.517526
     0.009800     1.570796     4.810420     0.023579     4.810477
     0.009800     1.633628     5.122365     0.025108     5.122426
     0.009800     1.696460     5.454539     0.026736     5.454604
     0.009800     1.759292     5.808253     0.028470     5.808323
     0.009800     1.822124     6.184905     0.030316     6.184980
     0.009800     1.884956     6.585983     0.032282     6.586062
     0.009800     1.947787     7.013069     0.034376     7.013153
     0.009800     2.010619     7.467851     0.036605     7.467941
     0.009800     2.073451     7.952125     0.038979     7.952220
     0.009800     2.136283     8.467802     0.041506     8.467904
     0.009800     2.199115     9.016920     0.044198     9.017029
     0.009800     2.261947     9.601647     0.047064     9.601763
     0.009800     2.324779    10.224293     0.050116    10.224416
     0.009800     2.387610    10.887316     0.053366    10.887446
     0.009800     2.450442    11.593334     0.056826    11.593473
     0.009800     2.513274    12.345136     0.060512    12.345284
     0.009800     2.576106    13.145691     0.064436    13.145848
     0.009800     2.638938    13.998160     0.068612    13.998329
     0.009800     2.701770    14.905899     0.073053    14.906078
     0.009800     2.764602    15.872457     0.077843    15.872648
     0.009800     2.827433    16.901961     0.083213    16.902166
     0.009800     2.890265    17.999587     0.087946    17.999802
     0.009800     2.953097    19.165551     0.087297    19.165750
     0.009800     3.015929    20.388352     0.091890    20.388559
     0.009800     3.078761    21.690916     0.141484    21.691378
     0.009800     3.141593    23.139581     0.226775    23.140693

     0.011200     0.000000     0.999937     0.011200     1.000000
     0.011200     0.062832     1.062839     0.007949     1.062869
     0.011200     0.125664     1.132679     0.006030     1.132695
     0.011200     0.188496     1.207372     0.006316     1.207388
     0.011200     0.251327     1.285836     0.007156     1.285856
     0.011200     0.314159     1.369105     0.007698     1.369126
     0.011200     0.376991     1.457863     0.008172     1.457886
     0.011200     0.439823     1.552407     0.008696     1.552431
     0.011200     0.502655     1.653078     0.009260     1.653104
     0.011200     0.565487     1.760277     0.009861     1.760304
     0.011200     0.628319     1.874427     0.010500     1.874456
     0.011200     0.691150     1.995979     0.011181     1.996010
     0.011200     0.753982     2.125414     0.011906     2.125447
     0.011200     0.816814     2.263242     0.012678     2.263278
     0.011200     0.879646     2.410008     0.013501     2.410046
     0.011200     0.942478     2.566292     0.014376     2.566332
     0.011200     1.005310     2.732710     0.015308     2.732753
     0.011200     1.068142     2.909921     0.016301     2.909966
     0.011200     1.130973     3.098623     0.017358     3.098671
     0.011200     1.193805     3.299561     0.018484     3.299613
     0.011200     1.256637     3.513530     0.019682     3.513586
     0.011200     1.319469     3.741375     0.020959     3.741434
     0.011200     1.382301     3.983995     0.022318     3.984057
     0.011200     1.445133     4.242348     0.023765     4.242415
     0.011200     1.507964     4.517455     0.025306     4.517526
     0.011200     1.570796     4.810402     0.026947     4.810477
     0.011200     1.633628     5.122346     0.028695     5.122426
     0.011200     1.696460     5.454518     0.030556     5.454604
     0.011200     1.759292     5.808232     0.032537     5.808323
     0.011200     1.822124     6.184883     0.034647     6.184980
     0.011200     1.884956     6.585959     0.036894     6.586062
     0.011200     1.947787     7.013043     0.039286     7.013153
     0.011200     2.010619     7.467824     0.041834     7.467941
     0.011200     2.073451     7.952095     0.044547     7.952220
     0.011200     2.136283     8.467771     0.047436     8.467904
     0.011200     2.199115     9.016887     0.050512     9.017029
     0.011200     2.261947     9.601612     0.053787     9.601763
     0.011200     2.324779    10.224255     0.057275    10.224416
     0.011200     2.387610    10.887276     0.060989    10.887446
     0.011200     2.450442    11.593291     0.064944    11.593473
     0.011200     2.513274    12.345090     0.069156    12.345284
     0.011200     2.576106    13.145643     0.073641    13.145849
     0.011200     2.638938    13.998110     0.078410    13.998330
     0.011200     2.701770    14.905825     0.083481    14.906059
     0.011200     2.764602    15.872339     0.089038    15.872589
