# t            x            u_real       u_imag       u_abs
     0.029400     1.099557     0.332875    -0.009814     0.333020
     0.029400     1.256637     0.284485    -0.008384     0.284609
     0.029400     1.413717     0.243132    -0.007165     0.243238
     0.029400     1.570796     0.207788    -0.006122     0.207879
     0.029400     1.727876     0.177574    -0.005241     0.177651
     0.029400     1.884956     0.151823    -0.004549     0.151891
     0.029400     2.042035     0.130220    -0.003506     0.130267
     0.029400     2.199115     0.109229    -0.000265     0.109229
     0.029400     2.356194     0.079648    -0.009618     0.080226
     0.029400     2.513274     0.102586    -0.065364     0.121641
     0.029400     2.670354     0.276862     0.038466     0.279522
     0.029400     2.827433     0.079729     0.493525     0.499924
     0.029400     2.984513    -0.635566     0.395790     0.748728
     0.029400     3.141593    -0.999568    -0.029396     1.000000

     0.030800     0.000000     0.999526     0.030795     1.000000
     0.030800     0.157080     0.876061    -0.006942     0.876088
     0.030800     0.314159     0.740932    -0.027020     0.741424
     0.030800     0.471239     0.623519    -0.023001     0.623943
     0.030800     0.628319     0.532266    -0.016539     0.532523
     0.030800     0.785398     0.455676    -0.013865     0.455887
     0.030800     0.942478     0.389512    -0.012012     0.389697
     0.030800     1.099557     0.332862    -0.010282     0.333021
     0.030800     1.256637     0.284473    -0.008783     0.284609
     0.030800     1.413717     0.243122    -0.007506     0.243238
     0.030800     1.570796     0.207779    -0.006413     0.207878
     0.030800     1.727876     0.177563    -0.005495     0.177648
     0.030800     1.884956     0.151849    -0.004786     0.151924
     0.030800     2.042035     0.130353    -0.003510     0.130400
     0.030800     2.199115     0.108389     0.000247     0.108389
     0.030800     2.356194     0.076982    -0.013011     0.078073
     0.030800     2.513274     0.112673    -0.073847     0.134717
     0.030800     2.670354     0.296036     0.061273     0.302310
     0.030800     2.827433     0.046886     0.520992     0.523098
     0.030800     2.984513    -0.652274     0.375840     0.752806
     0.030800     3.141593    -0.999526    -0.030795     1.000000

     0.032200     0.000000     0.999482     0.032194     1.000000
     0.032200     0.157080     0.877037    -0.006264     0.877059
     0.032200     0.314159     0.742330    -0.027979     0.742857
     0.032200     0.471239     0.623692    -0.024508     0.624174
     0.032200     0.628319     0.532040    -0.017388     0.532324
     0.032200     0.785398     0.455624    -0.014453     0.455853
     0.032200     0.942478     0.389506    -0.012550     0.389708
     0.032200     1.099557     0.332849    -0.010751     0.333023
     0.032200     1.256637     0.284460    -0.009182     0.284609
     0.032200     1.413717     0.243111    -0.007846     0.243238
     0.032200     1.570796     0.207768    -0.006704     0.207877
     0.032200     1.727876     0.177550    -0.005752     0.177644
     0.032200     1.884956     0.151889    -0.005027     0.151973
     0.032200     2.042035     0.130498    -0.003444     0.130544
     0.032200     2.199115     0.107273     0.000791     0.107276
     0.032200     2.356194     0.074310    -0.017285     0.076294
     0.032200     2.513274     0.124873    -0.081951     0.149362
     0.032200     2.670354     0.313401     0.087459     0.325376
     0.032200     2.827433     0.011422     0.544392     0.544512
     0.032200     2.984513    -0.665368     0.356135     0.754683
     0.032200     3.141593    -0.999482    -0.032194     1.000000

     0.033600     0.000000     0.999436     0.033594     1.000000
     0.033600     0.157080     0.877962    -0.005555     0.877979
     0.033600     0.314159     0.743784    -0.028841     0.744343
     0.033600     0.471239     0.623938    -0.026060     0.624482
     0.033600     0.628319     0.531792    -0.018271     0.532106
     0.033600     0.785398     0.455558    -0.015034     0.455806
     0.033600     0.942478     0.389500    -0.013085     0.389720
     0.033600     1.099557     0.332836    -0.011220     0.333025
     0.033600     1.256637     0.284447    -0.009582     0.284608
     0.033600     1.413717     0.243100    -0.008187     0.243238
     0.033600     1.570796     0.207757    -0.006995     0.207875
     0.033600     1.727876     0.177537    -0.006013     0.177639
