# t            x            u_real       u_imag       u_abs
     0.022400     1.727876     5.628331    -0.063170     5.628686
     0.022400     1.884956     6.585647    -0.073914     6.586062
     0.022400     2.042035     7.705792    -0.086486     7.706277
     0.022400     2.199115     9.016460    -0.101196     9.017028
     0.022400     2.356194    10.550054    -0.118413    10.550719
     0.022400     2.513274    12.344558    -0.138623    12.345336
     0.022400     2.670354    14.445005    -0.161611    14.445909
     0.022400     2.827433    16.897294    -0.181993    16.898274
     0.022400     2.984513    19.721572    -0.237879    19.723006
     0.022400     3.141593    23.134887    -0.518308    23.140693

     0.023800     0.000000     0.999717    -0.023798     1.000000
     0.023800     0.157080     1.167396    -0.014770     1.167489
     0.023800     0.314159     1.368811    -0.015934     1.368904
     0.023800     0.471239     1.601909    -0.019073     1.602022
     0.023800     0.628319     1.874326    -0.022356     1.874459
     0.023800     0.785398     2.193124    -0.026153     2.193280
     0.023800     0.942478     2.566150    -0.030601     2.566332
     0.023800     1.099557     3.002623    -0.035806     3.002837
     0.023800     1.256637     3.513336    -0.041897     3.513586
     0.023800     1.413717     4.110915    -0.049023     4.111207
     0.023800     1.570796     4.810135    -0.057361     4.810477
     0.023800     1.727876     5.628285    -0.067118     5.628686
     0.023800     1.884956     6.585594    -0.078534     6.586062
     0.023800     2.042035     7.705729    -0.091891     7.706277
     0.023800     2.199115     9.016387    -0.107520     9.017028
     0.023800     2.356194    10.549966    -0.125815    10.550717
     0.023800     2.513274    12.344479    -0.147304    12.345358
     0.023800     2.670354    14.445089    -0.171574    14.446108
     0.023800     2.827433    16.896204    -0.192486    16.897301
     0.023800     2.984513    19.715072    -0.254748    19.716717
     0.023800     3.141593    23.134139    -0.550696    23.140693

     0.025200     0.000000     0.999682    -0.025197     1.000000
     0.025200     0.157080     1.167102    -0.015734     1.167208
     0.025200     0.314159     1.368751    -0.016830     1.368854
     0.025200     0.471239     1.601905    -0.020188     1.602032
     0.025200     0.628319     1.874311    -0.023671     1.874461
     0.025200     0.785398     2.193105    -0.027692     2.193280
     0.025200     0.942478     2.566128    -0.032401     2.566332
     0.025200     1.099557     3.002597    -0.037913     3.002837
     0.025200     1.256637     3.513306    -0.044361     3.513586
     0.025200     1.413717     4.110879    -0.051906     4.111207
     0.025200     1.570796     4.810094    -0.060735     4.810477
     0.025200     1.727876     5.628237    -0.071065     5.628686
     0.025200     1.884956     6.585537    -0.083153     6.586062
     0.025200     2.042035     7.705663    -0.097296     7.706277
     0.025200     2.199115     9.016309    -0.113845     9.017028
     0.025200     2.356194    10.549873    -0.133218    10.550714
     0.025200     2.513274    12.344401    -0.155991    12.345386
     0.025200     2.670354    14.445196    -0.181496    14.446336
     0.025200     2.827433    16.894941    -0.202861    16.896159
     0.025200     2.984513    19.708323    -0.271938    19.710199
     0.025200     3.141593    23.133345    -0.583084    23.140693

     0.026600     0.000000     0.999646    -0.026597     1.000000
     0.026600     0.157080     1.166797    -0.016713     1.166917
     0.026600     0.314159     1.368682    -0.017722     1.368797
     0.026600     0.471239     1.601901    -0.021300     1.602043
     0.026600     0.628319     1.874296    -0.024988     1.874462
     0.026600     0.785398     2.193085    -0.029230     2.193279
     0.026600     0.942478     2.566104    -0.034201     2.566332
     0.026600     1.099557     3.002570    -0.040019     3.002837
     0.026600     1.256637     3.513274    -0.046825     3.513586
     0.026600     1.413717     4.110842    -0.054790     4.111207
     0.026600     1.570796     4.810050    -0.064109     4.810477
     0.026600     1.727876     5.628186    -0.075013     5.628686
     0.026600     1.884956     6.585477    -0.087772     6.586062
     0.026600     2.042035     7.705593    -0.102701     7.706277
     0.026600     2.199115     9.016227    -0.120169     9.017027
     0.026600     2.356194    10.549774    -0.140623    10.550711
     0.026600     2.513274    12.344325    -0.164682    12.345423
     0.026600     2.670354    14.445324    -0.191370    14.446592
     0.026600     2.827433    16.893490    -0.213122    16.894834
     0.026600     2.984513    19.701348    -0.289456    19.703474
     0.026600     3.141593    23.132506    -0.615470    23.140693

     0.028000     0.000000     0.999608    -0.027996     1.000000
     0.028000     0.157080     1.166484    -0.017705     1.166618
     0.028000     0.314159     1.368605    -0.018608     1.368731
     0.028000     0.471239     1.601899    -0.022410     1.602055
     0.028000     0.628319     1.874280    -0.026304     1.874464
     0.028000     0.785398     2.193063    -0.030769     2.193279
     0.028000     0.942478     2.566080    -0.036001     2.566332
     0.028000     1.099557     3.002541    -0.042125     3.002837
     0.028000     1.256637     3.513240    -0.049290     3.513586
     0.028000     1.413717     4.110803    -0.057673     4.111207
     0.028000     1.570796     4.810004    -0.067483     4.810477
     0.028000     1.727876     5.628132    -0.078961     5.628686
     0.028000     1.884956     6.585414    -0.092392     6.586062
     0.028000     2.042035     7.705519    -0.108106     7.706277
     0.028000     2.199115     9.016140    -0.126493     9.017027
     0.028000     2.356194    10.549668    -0.148028    10.550707
     0.028000     2.513274    12.344253    -0.173379    12.345470
     0.028000     2.670354    14.445476    -0.201190    14.446877
     0.028000     2.827433    16.891837    -0.223273    16.893312
     0.028000     2.984513    19.694167    -0.307306    19.696565
     0.028000     3.141593    23.131622    -0.647855    23.140693

     0.029400     0.000000     0.999568    -0.029396     1.000000
     0.029400     0.157080     1.166163    -0.018712     1.166313
     0.029400     0.314159     1.368517    -0.019491     1.368656
     0.029400     0.471239     1.601896    -0.023518     1.602069
     0.029400     0.628319     1.874263    -0.027621     1.874467
     0.029400     0.785398     2.193041    -0.032308     2.193279
     0.029400     0.942478     2.566054    -0.037801     2.566332
     0.029400     1.099557     3.002511    -0.044231     3.002837
     0.029400     1.256637     3.513204    -0.051754     3.513586
     0.029400     1.413717     4.110761    -0.060557     4.111207
